initial_token,token_with_border
kəsmə,kəs<>mə
yüklərin,yük<>lərin
yendi,yen<>di
birləşir,bir<>l<>əşir
isimsiz,isims<>i<>z
qalaları,qal<>aları
touche,touch<>e
süphan,süph<>a<>n
qayıdı,qay<>ıdı
vergili,ver<>gili
yding,ydi<>n<>g
fitvası,fitva<>s<>ı
baoanlar,baoanl<>a<>r
qarası,qar<>as<>ı
çoxluğun,çox<>luğun
konflikt,kon<>flikt
kazançla,kaz<>ançla
layının,layın<>ı<>n
süzmə,süzm<>ə
salıbla,sal<>ıbla
atılsa,atıls<>a
qalan,qal<>an
telləri,tel<>ləri
yayla,yay<>la
qianlong,qianlo<>n<>g
qazağın,qazağ<>ı<>n
gedirlə,gedirl<>ə
saley,sal<>ey
groep,groe<>p
baxılır,bax<>ılır
navaxt,navax<>t
kazanım,kaz<>anım
qoçali,qoçal<>i
goik,goi<>k
toponimi,top<>onimi
denizden,denizd<>e<>n
ofisler,ofisle<>r
qoyan,qoy<>an
möhtərəm,möhtərə<>m
yazmak,yaz<>mak
əlosman,əlosm<>a<>n
baxmamız,bax<>mamı<>z
əlaqəmiz,əla<>qəmiz
imgnqeyd,imgnqey<>d
əlinin,əli<>nin
gücümüzə,güc<>ümüzə
görüştü,gör<>ü<>ştü
football,footbal<>l
alçaldan,alçalda<>n
diriləri,dirilə<>r<>i
qapayı,qapay<>ı
salim,sal<>im
tapınağ,tap<>ınağ
moyın,moyı<>n
signed,signe<>d
istəmir,ist<>ə<>mir
turki,tur<>ki
imortal,imort<>a<>l
şerində,şerind<>ə
salmax,sal<>max
biznan,bizna<>n
stadnik,stadn<>i<>k
sonuç,son<>uç
deyərəm,dey<>ərəm
yürüşün,yür<>üşün
versinlə,ver<>sinlə
vuracak,vur<>acak
qazli,qaz<>li
səsinin,səs<>ini<>n
getmədən,get<>mədə<>n
toğrusi,toğrus<>i
mqalnin,mqaln<>i<>n
demo,dem<>o
açın,açı<>n
spektrdə,spektrd<>ə
abican,abic<>a<>n
azimeti,azime<>t<>i
morina,morin<>a
bilsə,bil<>sə
silmək,sil<>mə<>k
çarkçı,çarkç<>ı
irqindən,irqind<>ə<>n
kyrbasia,kyrbasi<>a
haftalık,haftalı<>k
əxbar,əxb<>a<>r
qaqarin,qaqar<>i<>n
trajik,tra<>jik
basil,bas<>il
bhrsi,bhrs<>i
xalıya,xalıy<>a
çoxdankı,çox<>dank<>ı
ivmeli,ivmel<>i
köçd,köç<>d
yöreye,yörey<>e
planning,pla<>nnin<>g
artmış,art<>mış
əəsmn,əəsm<>n
nathan,nath<>a<>n
imamının,imamını<>n
fdakar,fdak<>a<>r
həvəsdən,həvəsd<>ə<>n
münsiflr,mün<>siflr
jerome,jerom<>e
siyası,siy<>a<>sı
mkannn,mkann<>n
döşündən,döşünd<>ə<>n
tanınırı,tan<>ı<>nırı
burunda,bur<>unda
doğayla,doğ<>ayl<>a
ləkəni,ləkən<>i
tutmuşt,tut<>muşt
süsəyən,süsəy<>ə<>n
haydın,hay<>dı<>n
ifaçıdan,ifaçıda<>n
ddanilov,ddanil<>o<>v
meqavat,meqav<>a<>t
nejdet,nejde<>t
çirəçuta,çirəçut<>a
turabian,turabi<>a<>n
luget,luge<>t
created,create<>d
fərzi,fər<>zi
hudson,huds<>o<>n
işlənmiş,işl<>ə<>nmiş
hiyazi,hiyaz<>i
zəruridi,zər<>urid<>i
bitirmiş,bit<>irmiş
göstek,gös<>t<>ek
faturası,faturas<>ı
sahəsidi,sah<>əsid<>i
vermk,ver<>m<>k
körpünün,körpünü<>n
meyvə,mey<>və
stiller,stille<>r
tapmışıq,tap<>mışı<>q
toplumu,top<>l<>umu
səhvlər,səh<>vlər
göbek,göbe<>k
zerkalo,zerkal<>o
qarabaği,qar<>a<>baği
bölücü,böl<>üc<>ü
vestvegr,vestveg<>r
ahlaklı,ahlakl<>ı
mürşidi,mürşi<>d<>i
kurmaya,kur<>may<>a
pariste,par<>ist<>e
əxələfli,əxələf<>l<>i
katibini,kat<>ibin<>i
şəhərin,şəh<>ərin
gazneye,gazney<>e
natufyan,natufy<>a<>n
koqanla,koqanl<>a
karaca,kar<>ac<>a
toraman,tor<>aman
adayi,ada<>yi
böyükler,böyükle<>r
formu,for<>m<>u
uğurudu,uğurud<>u
irəlidə,irəlid<>ə
arasınd,ara<>sınd
sayımda,say<>ımd<>a
birjanın,birjan<>ı<>n
verərd,ver<>ərd
paraları,par<>aları
çapının,çapını<>n
sahəsinə,sah<>əsinə
qurqan,qur<>qa<>n
dağcı,dağ<>c<>ı
göndər,gön<>d<>ər
arttı,art<>tı
gkiser,gkis<>e<>r
trtmiz,trtm<>i<>z
fiaskoya,fiasko<>y<>a
gerbinin,ger<>bini<>n
ncsm,ncs<>m
çəkiblə,çək<>ibl<>ə
oyanmağa,oyanmağ<>a
manzara,man<>zara
əsasinda,əsasin<>d<>a
yürüdə,yür<>üdə
aşacak,aşac<>a<>k
adlara,adl<>a<>ra
tərəfdar,tər<>ə<>fdar
cümldn,cümld<>n
aktlarla,akt<>larl<>a
bicikdən,bicikd<>ə<>n
müthiş,müth<>i<>ş
doların,dol<>arı<>n
irmağını,irmağın<>ı
denetimi,den<>etimi
üzzal,üzz<>a<>l
şahlıq,şah<>lı<>q
kıvrık,kıvrı<>k
soyqımı,soy<>qım<>ı
mans,man<>s
buluşmak,buluşm<>a<>k
notlarla,notlarl<>a
verməl,ver<>m<>əl
panellər,panell<>ə<>r
icmada,icmad<>a
yatarsın,yatars<>ı<>n
təcridin,təc<>ridi<>n
kristal,krista<>l
dediğine,dediğin<>e
değiliz,değ<>iliz
sevin,sev<>i<>n
atlanır,atlanı<>r
sahil,sah<>il
kexvana,kexvan<>a
aşılması,aşılma<>s<>ı
gəlsin,gəl<>sin
aneli,anel<>i
yüzölçüm,yüz<>ölçüm
aylıqla,aylıql<>a
xananın,xanan<>ı<>n
keçirmkl,keç<>i<>rmkl
olqanın,olqan<>ı<>n
tanıtımı,tan<>ıtım<>ı
üçlügüm,üçlügü<>m
təknə,tək<>n<>ə
dərviş,dər<>viş
qalmışıq,qal<>mışı<>q
yüklenen,yük<>lene<>n
pravilo,pravil<>o
böjük,böjü<>k
istemi,ist<>e<>mi
yeknəsək,yeknəs<>ə<>k
süsənbər,süsənbə<>r
qırımlar,qırıml<>a<>r
fərqə,fər<>qə
dərman,dər<>man
karbonat,kar<>bona<>t
olunmu,olu<>n<>mu
buradaki,bur<>a<>daki
gelirden,gel<>irde<>n
yenan,yen<>an
haqszla,haqsz<>l<>a
düzeyi,düz<>eyi
alınmışd,alı<>n<>mışd
saatlik,saatli<>k
jemdet,jemde<>t
sürüsü,sür<>üs<>ü
sevindik,sev<>i<>ndik
salaraq,sal<>ara<>q
bank,ban<>k
denizli,den<>izli
drysh,drys<>h
krizden,krizd<>e<>n
yapıtlar,yap<>ı<>tlar
məkana,mək<>ana
doymaram,doymara<>m
təsfirli,təs<>firl<>i
kitabxan,kit<>a<>bxan
gələnək,gəl<>ənək
yazmış,yaz<>mış
edilmeye,edi<>l<>meye
cnubi,cnub<>i
anqurmax,anqurma<>x
alını,alı<>n<>ı
şarlman,şarlm<>a<>n
edtilmiş,edtilm<>i<>ş
idibugün,idibug<>ü<>n
nizamiyə,nizamiy<>ə
əvinə,əvin<>ə
gdanskı,gdansk<>ı
ndeyse,ndeys<>e
tərəqqi,tər<>ə<>qqi
arap,ara<>p
göstərmi,gös<>t<>ərmi
devleti,dev<>leti
yıxılır,yıxılı<>r
oyununda,oyunund<>a
tanımlad,tan<>ı<>mlad
guum,guu<>m
hangul,hangu<>l
fməlikov,fməlik<>o<>v
kontekst,kon<>tekst
kokulu,koku<>l<>u
həbslər,həbslə<>r
qavğadan,qavğad<>a<>n
dinlədim,din<>lədim
savunmur,sav<>unmur
chealsea,chealse<>a
kuram,kur<>am
üçillik,üçill<>i<>k
vereceği,ver<>eceği
kirosun,kiros<>u<>n
sahilin,sah<>ilin
qaybal,qay<>bal
karakış,kar<>akı<>ş
təqaüddə,təqaüdd<>ə
seytək,seyt<>ə<>k
bedehşan,bedehş<>a<>n
axtarişi,axtariş<>i
sürede,sür<>ede
sözünüzə,söz<>ünüzə
muson,mus<>on
şnura,şnu<>r<>a
eşiden,eşide<>n
udaraq,udar<>a<>q
məşqçidi,məşqçid<>i
ağacdan,ağacd<>a<>n
aşanlar,aşanl<>a<>r
rəqbətli,rəqbət<>l<>i
ksizdi,ksiz<>d<>i
çamça,çamç<>a
forer,for<>er
sitching,sitchi<>n<>g
derisini,der<>isini
tautos,tauto<>s
idxaldan,idxald<>a<>n
ayıbını,ayıbı<>n<>ı
bölgünün,böl<>günü<>n
prosesdə,pro<>sesdə
tökümü,töküm<>ü
almaq,alm<>a<>q
dönemi,dön<>emi
istambul,ist<>ambul
sandich,san<>dich
oramal,orama<>l
qarsnn,qar<>snn
firğani,firğa<>n<>i
balıqçı,bal<>ıqçı
əzərdə,əzər<>d<>ə
edilməsə,edi<>l<>məsə
kouçinq,kouçin<>q
dilini,dil<>ini
tepçek,tepç<>e<>k
düşməkdi,düş<>m<>əkdi
tanıdığı,tan<>ı<>dığı
dartmağa,dartmağ<>a
xotman,xotm<>a<>n
liditsa,lidit<>s<>a
anap,ana<>p
telam,tel<>am
olup,olu<>p
başkann,baş<>kann
programa,pro<>grama
yarında,yar<>ınd<>a
xalxal,xalx<>a<>l
ümumşərq,ümumşər<>q
kəsin,kəs<>in
yüksəlib,yük<>s<>əlib
səfərdən,səf<>ərdən
asiyavə,asiyav<>ə
yaşayıp,yaş<>a<>yıp
zhacılı,zhacıl<>ı
köçüb,köç<>üb
tkərimov,tkərim<>o<>v
seçilsi,seç<>ils<>i
keçan,keç<>an
mariya,mar<>iya
mahall,mah<>all
glementı,glemen<>t<>ı
əflatun,əflatu<>n
tutduğum,tut<>duğum
mars,mar<>s
alaaddin,alaadd<>i<>n
çiqit,çiqi<>t
bolğşoy,bolğşo<>y
arts,art<>s
bölgəyə,böl<>gəy<>ə
şunlardı,şunlard<>ı
çəkiri,çək<>iri
persia,per<>sia
şefkatli,şefkatl<>i
yaygınd,yay<>gınd
ağların,ağları<>n
etmədiyi,etm<>ə<>diyi
turkmu,tur<>kmu
qədimdir,qədimdi<>r
haram,har<>am
tələng,təl<>əng
meyvəyə,mey<>vəy<>ə
pozmaqla,pozmaql<>a
edilmek,edi<>l<>mek
yırtıcı,yırtıc<>ı
mışonok,mışono<>k
həsənəli,həsənə<>l<>i
biliri,bil<>i<>ri
göteborg,göt<>ebor<>g
fulbrayt,fulbray<>t
deyiləm,dey<>i<>ləm
nerada,nera<>d<>a
bilmişi,bil<>m<>işi
sıkıca,sıkıc<>a
aparıbla,apa<>rıbl<>a
məqsədi,məq<>sədi
sinxron,sin<>xron
tepelik,tepeli<>k
ruslarla,ruslarl<>a
mintoff,min<>toff
gözetmek,göz<>etmek
kruqlaə,kruqla<>ə
maribor,mar<>ibo<>r
ətli,ətl<>i
terörü,ter<>örü
yaxundur,yax<>undu<>r
eleştiri,ele<>ştiri
edim,edi<>m
əzizağa,əzizağ<>a
konq,kon<>q
qalmışa,qal<>mışa
bitkilr,bit<>kilr
şindiki,şindik<>i
haiti,hait<>i
əlipaşa,əli<>paş<>a
dövlətlə,döv<>lətlə
olmağın,olm<>a<>ğın
hatalar,hatala<>r
anlamın,anl<>a<>mın
nebati,neba<>t<>i
kelimeyi,kelimey<>i
yaransın,yar<>ansı<>n
bitirbir,bitirb<>i<>r
axırda,axırd<>a
türkce,tür<>k<>ce
ədibləri,ədiblər<>i
xasıyev,xasıy<>e<>v
gözləyi,göz<>l<>əyi
çuvala,çuval<>a
müzesi,müzes<>i
kazanç,kaz<>anç
ananın,ana<>nı<>n
köylerde,köylerd<>e
ştefan,ştef<>a<>n
salt,sal<>t
qurumunu,qur<>u<>munu
payları,pay<>ları
koxanəbi,koxanəb<>i
kotoroqo,kotoroq<>o
keçər,keç<>ər
sayırd,say<>ırd
necəki,necək<>i
yenidn,yen<>i<>dn
metenin,meten<>i<>n
quyruqlu,quyruql<>u
qtiyyn,qtiyy<>n
yere,yer<>e
artımını,art<>ımın<>ı
diline,dil<>ine
sərmaye,sər<>maye
joqorku,joqork<>u
naların,nalar<>ı<>n
görmed,gör<>m<>ed
nefesli,nefesl<>i
fişna,fişn<>a
əgər,əgə<>r
yoldaşın,yol<>daşın
bunğaldı,bunğal<>d<>ı
xanımda,xanımd<>a
edəjək,edəj<>ə<>k
yürürlük,yür<>ürlük
mumun,mumu<>n
zunnün,zunn<>ü<>n
oxuma,oxu<>ma
malı,mal<>ı
qkdkiin,qkdki<>i<>n
küçədən,küçəd<>ə<>n
ankette,ankett<>e
riçard,riça<>r<>d
zatvekil,zatvek<>i<>l
korede,kor<>ede
möminlr,möminl<>r
qurum,qur<>u<>m
deyilənə,dey<>i<>lənə
puşruk,puşru<>k
mayand,mayan<>d
nbcbank,nbcban<>k
səhifədi,səh<>ifədi
tanınıb,tan<>ı<>nıb
saymaqda,say<>maqd<>a
etmidir,etmid<>i<>r
fazel,faze<>l
aramakla,ara<>makl<>a
devizinə,devizi<>n<>ə
nnəfər,nnəf<>ə<>r
ladislav,ladisla<>v
alımını,alı<>mın<>ı
etmax,etm<>ax
alınmadı,alı<>n<>madı
ranqı,ranq<>ı
sarımçax,sar<>ımça<>x
arpoksai,arpoksa<>i
olduqdan,olduqd<>a<>n
yaraşarm,yar<>aşar<>m
adlanıb,adl<>a<>nıb
dedesine,dedesi<>n<>e
katibi,kat<>ibi
ülkedenn,ülkeden<>n
dəskək,dəsk<>ə<>k
səsləni,səs<>l<>əni
henan,hena<>n
yetişəcə,yet<>i<>şəcə
rixter,rixte<>r
ağacan,ağa<>ca<>n
bağır,bağ<>ır
bakt,bak<>t
sürmeye,sür<>meye
bazisi,bazi<>s<>i
ismidir,ismid<>i<>r
idarətmə,idarətm<>ə
minini,min<>ini
qarabağa,qar<>a<>bağa
bilərdim,bil<>ərdim
övladıdı,övladıd<>ı
minməm,min<>məm
cavaxeti,cav<>a<>xeti
rmin,rmi<>n
hanyu,hany<>u
paranuss,par<>anus<>s
beings,being<>s
qanvermə,qan<>verm<>ə
düzələnə,düz<>ələn<>ə
kirilan,kirila<>n
ağan,ağa<>n
gettosu,get<>tos<>u
magyar,magy<>a<>r
qelür,qelü<>r
mahkamov,mahkam<>o<>v
quyuya,quyuy<>a
sərilmiş,sər<>ilmi<>ş
alımı,alı<>mı
xinkal,xink<>a<>l
aləmində,aləmind<>ə
qurmuşuq,qur<>muşu<>q
qövsün,qövsü<>n
nəfərdir,nəfərdi<>r
aparmış,apa<>r<>mış
silahlı,sil<>ahlı
gördüyü,gör<>düyü
tofiqi,tofiq<>i
beləki,bel<>ək<>i
türkcəsi,tür<>k<>cəsi
sözüni,söz<>üni
bulsax,bul<>sax
düzdə,düz<>də
soydaş,soy<>daş
kabiledi,kab<>iledi
yeniso,yen<>i<>so
günahlar,gün<>ahlar
bnztmd,bnztm<>d
işləyirə,işl<>ə<>yirə
fezleke,fezlek<>e
meyidin,mey<>idi<>n
katlı,kat<>lı
edilerek,edi<>lere<>k
karına,kar<>ına
irish,iris<>h
uzaklığı,uza<>klığ<>ı
alkasın,alkas<>ı<>n
asrın,asr<>ı<>n
simaya,sim<>ay<>a
mahnıl,mah<>nıl
aramızdı,ara<>mızdı
dirxəm,dir<>xə<>m
qiyamın,qiy<>amı<>n
nəzarətə,nəz<>arətə
göycay,göyca<>y
sizlərə,sizlər<>ə
ruhumun,ruhumu<>n
leading,leadi<>n<>g
polşanın,polşan<>ı<>n
masajı,masaj<>ı
dögərlər,dögərl<>ə<>r
bölmədə,böl<>məd<>ə
tacların,taclar<>ı<>n
binəqədi,binəqə<>d<>i
cavidin,cav<>idi<>n
harı,har<>ı
göllərdə,göllərd<>ə
koruma,kor<>uma
qaytard,qay<>tard
kimyage,kim<>yage
idünya,idün<>y<>a
bakıştan,bakışt<>a<>n
mart,mar<>t
bağlı,bağ<>l<>ı
bilirik,bil<>i<>rik
nxəmsə,nxəms<>ə
saxlancı,sax<>l<>ancı
konum,kon<>u<>m
tapılmaz,tap<>ılmaz
keçməyib,keç<>məyib
noktaya,noktay<>a
andropov,androp<>o<>v
serqiy,ser<>qi<>y
danların,danlar<>ı<>n
ediyer,edi<>yer
geçmeyen,geç<>meye<>n
fikrilə,fikril<>ə
qurbani,qur<>bani
kitap,kit<>a<>p
musalla,musal<>l<>a
hızlıca,hızlıc<>a
xeyilli,xeyil<>l<>i
foreign,for<>eig<>n
tərəkəmə,tər<>əkəm<>ə
dərslər,dər<>slər
chypre,chypr<>e
aktarild,akt<>aril<>d
milyonçu,mil<>yonçu
saydığı,say<>dığı
soraq,sor<>aq
çixmasi,çixmas<>i
nsadə,nsad<>ə
tələbilə,təl<>əbil<>ə
qorxem,qor<>xe<>m
pilotsuz,pilotsu<>z
kucula,kucu<>l<>a
kuruld,kur<>u<>ld
maraqla,mar<>aqla
olsin,olsi<>n
qoymağa,qoy<>mağ<>a
kayit,kay<>it
dəyrimi,dəy<>rim<>i
gittikçe,gittikç<>e
mürsəlov,mürsəlo<>v
qazanc,qaz<>a<>nc
məkkəm,mək<>kəm
yuvada,yuvad<>a
çavesin,çaves<>i<>n
quitukii,quituki<>i
əsədli,əsədl<>i
əsasli,əsa<>sli
batumidə,batumi<>d<>ə
cavadadk,cav<>adad<>k
züfarov,züfar<>o<>v
yaşli,yaş<>li
çıxmalı,çıx<>malı
sərin,sər<>in
basmaq,bas<>maq
dahildi,dahild<>i
annanın,annan<>ı<>n
kaybetti,kay<>betti
mənşəcə,mən<>şəc<>ə
başlayır,baş<>l<>ayır
güneş,gün<>eş
çarlston,çarlst<>o<>n
tomas,toma<>s
tutumunu,tut<>u<>munu
çəkilmir,çək<>ilmir
sargasso,sar<>gass<>o
kanli,kan<>li
yazarak,yaz<>arak
oları,ola<>rı
tapıldı,tap<>ıldı
haxda,haxd<>a
marlıq,mar<>lı<>q
granada,grana<>d<>a
buresə,bur<>es<>ə
lisanını,lisanı<>n<>ı
barama,bar<>ama
görmmk,gör<>mm<>k
axıradək,axırad<>ə<>k
dəyişə,dəy<>i<>şə
bölərək,bölər<>ə<>k
iynələr,iynəl<>ə<>r
agirdlri,agirdl<>r<>i
turları,tur<>lar<>ı
sərxoş,sər<>xoş
şkalaya,şkalay<>a
yeniden,yen<>i<>den
qopdudan,qopdud<>a<>n
qulluqla,qulluql<>a
bitiri,bit<>iri
hokkaido,hokkaid<>o
hovardın,hovardı<>n
damadın,damadı<>n
xocalya,xocaly<>a
bankları,ban<>kları
qurmalı,qur<>malı
modernaz,moderna<>z
gitmeye,gitmey<>e
seçilmə,seç<>i<>lmə
partnyor,par<>t<>nyor
aramco,ara<>mc<>o
kisəmdə,kisəm<>d<>ə
etmişəm,etm<>işə<>m
midiya,midiy<>a
durdurdu,dur<>durd<>u
marşrut,mar<>şrut
açamadım,açamadı<>m
sahi,sah<>i
bitəcə,bit<>əcə
axımına,axımı<>n<>a
yolnan,yoln<>a<>n
tərzinin,tər<>zini<>n
dursuni,dur<>suni
mesrop,mes<>ro<>p
inancın,ina<>ncın
qıyarsı,qıyar<>s<>ı
layihəni,layihən<>i
səhərgül,səh<>ərgü<>l
uğraşan,uğraşa<>n
çıxar,çıx<>a<>r
smitin,smiti<>n
bulbul,bul<>bul
bölümn,böl<>ü<>mn
gökselə,göksel<>ə
silk,sil<>k
tursax,tur<>sa<>x
mahnıs,mah<>nıs
rüfat,rüfa<>t
millet,mil<>l<>et
ciudades,ciudade<>s
qiyamlar,qiyaml<>a<>r
vaydanın,vaydan<>ı<>n
elitler,elitl<>e<>r
chdi,chd<>i
planıyla,planıy<>l<>a
niccoli,niccol<>i
nüvbəti,nüvbə<>t<>i
dekont,dekon<>t
trenerin,treneri<>n
baloğlan,baloğl<>a<>n
tamamil,tam<>a<>mil
əskipara,əskipa<>r<>a
shipyard,shipya<>r<>d
kürsinin,kürsini<>n
neynar,neyna<>r
screened,screene<>d
günahın,gün<>ahın
əyovun,əyovu<>n
düşünür,düş<>ü<>nür
sorusaq,sor<>usa<>q
biroya,bir<>oy<>a
edilsydi,edilsy<>d<>i
çalışıb,çal<>ı<>şıb
bəsrə,bəsr<>ə
gelen,gel<>en
kurkoy,kur<>ko<>y
soyqırı,soy<>qırı
şuranın,şuran<>ı<>n
idrakın,idrakı<>n
tədbirin,təd<>birin
ranın,ranı<>n
düşdülə,düş<>dül<>ə
dağətəyi,dağətə<>y<>i
varsan,var<>san
abroad,abroa<>d
zərflər,zər<>flər
kophen,koph<>e<>n
bioloji,bioloj<>i
itməsinə,itməsi<>n<>ə
elcome,elcom<>e
client,clien<>t
compass,compas<>s
arsanın,arsan<>ı<>n
dirijoru,dir<>ijoru
daşması,daş<>mas<>ı
təkura,tək<>ur<>a
müsamaha,müs<>amah<>a
acıların,acılar<>ı<>n
kanıtı,kan<>ıtı
kübar,küba<>r
təhlilli,təh<>lilli
basdrmaa,bas<>drma<>a
pahor,paho<>r
şairənin,şairən<>i<>n
görkdü,gör<>kd<>ü
pays,pay<>s
qumun,qumu<>n
arahova,ara<>hov<>a
gülən,gül<>ən
yeğdir,yeğd<>i<>r
kabilin,kab<>ilin
teri,ter<>i
təsis,təs<>is
yandırdı,yan<>dırdı
baxmır,bax<>mır
getməyin,get<>məyin
seçiləcə,seç<>i<>ləcə
sistemin,sis<>temin
halinin,hal<>ini<>n
eqriqin,eqriq<>i<>n
kubilay,kubila<>y
tedrici,tedric<>i
seslar,sesla<>r
çıxılı,çıx<>ılı
yolacaq,yolac<>a<>q
üçbuçuk,üçbuçu<>k
kəsdənə,kəs<>dən<>ə
fəxridir,fəxridi<>r
çıkhelde,çıkhel<>d<>e
qətimkan,qətimk<>a<>n
baxtıqul,bax<>tıqu<>l
sinin,sin<>in
durduru,dur<>duru
məzərlux,məz<>ərlux
yatılı,yatıl<>ı
parolla,par<>olla
asırlık,asırlı<>k
unvanını,unvanın<>ı
mrdanov,mrdan<>o<>v
nəsgərov,nəsgər<>o<>v
iliği,iliğ<>i
zeybekci,zeybekc<>i
davet,dav<>et
qazaxdan,qazaxd<>a<>n
kornan,korn<>a<>n
çıxd,çıx<>d
siyasə,siy<>a<>sə
eriterek,eriter<>e<>k
bölməni,böl<>mən<>i
göndərən,gön<>d<>ərən
karşıdan,kar<>şıda<>n
tapşırı,tap<>şırı
hükmünüz,hükmünü<>z
olubsa,olu<>bs<>a
duayen,duaye<>n
olamaz,ola<>maz
dinleme,din<>leme
kaynakla,kay<>nakla
əhvalını,əhvalın<>ı
hazırun,haz<>ıru<>n
ştatının,ştatını<>n
endikdə,endikd<>ə
etmişl,etm<>işl
qonularn,qonular<>n
işğaldan,işğald<>a<>n
primovun,primov<>u<>n
günkü,gün<>kü
hulusi,hulu<>s<>i
auminiy,aumini<>y
akkaunt,akkaun<>t
maltaca,mal<>tac<>a
elindən,elində<>n
dolaşı,dol<>aşı
əlalayev,əla<>laye<>v
musaf,mus<>af
duxca,duxc<>a
keçmişi,keç<>mişi
yanıma,yan<>ıma
korman,korm<>a<>n
bölünsə,böl<>ü<>nsə
yaylalar,yay<>lalar
sanatını,san<>atın<>ı
piroliz,pirol<>i<>z
tirosa,tiros<>a
mantar,man<>ta<>r
mövsuq,möv<>su<>q
harmoniz,har<>moniz
etmdn,etm<>d<>n
virüs,virü<>s
aradur,ara<>du<>r
pəsdə,pəsd<>ə
tarazlı,tar<>azlı
saldıran,sal<>dıran
yaxiyer,yaxiy<>e<>r
tufanlar,tufanl<>a<>r
basmağa,bas<>mağ<>a
yapıya,yap<>ı<>ya
burhanov,bur<>hano<>v
mmüşviq,mmüşvi<>q
minsk,min<>sk
olayları,ola<>yları
almi,alm<>i
canda,can<>da
limunət,limunə<>t
quşlarla,quşlarl<>a
esnaflar,esnafl<>a<>r
savuğa,sav<>uğ<>a
player,pla<>yer
çoxu,çox<>u
düşdük,düş<>dük
ucarda,ucar<>d<>a
cakarta,cakart<>a
kirayəsi,kirayəs<>i
karltejn,kar<>ltej<>n
desyatin,desyat<>i<>n
şabloneb,şablone<>b
jilqava,jilqa<>v<>a
baslıq,bas<>lıq
bölünüş,böl<>ü<>nüş
empirik,empir<>i<>k
dıfel,dıfe<>l
yanaşırd,yan<>aşırd
ayrılmaz,ayr<>ı<>lmaz
yıkarak,yıkar<>a<>k
keçnən,keç<>nə<>n
yapmayın,yap<>mayı<>n
torogil,torog<>i<>l
gəld,gəl<>d
çukçi,çukç<>i
bədbin,bədbi<>n
çeliğin,çeliğ<>i<>n
yazarı,yaz<>arı
qatını,qatın<>ı
soyadlı,soy<>adlı
yürəqi,yür<>əq<>i
oxşarsız,oxşars<>ı<>z
yetirin,yet<>i<>rin
terrora,ter<>rora
qorxma,qor<>xma
sinonim,sin<>onim
fırata,fırat<>a
lazmdr,lazmd<>r
aparlan,apa<>rla<>n
dündarın,dündar<>ı<>n
qapıçı,qapıç<>ı
bagheri,baghe<>r<>i
turunun,tur<>unu<>n
sullarla,sullar<>l<>a
yigirmi,yigirm<>i
qapağını,qapağı<>n<>ı
atacak,ata<>cak
məxvi,məxv<>i
sürmekle,sür<>mekl<>e
peşəsinə,peşəsi<>n<>ə
glogal,glog<>a<>l
encap,enca<>p
bezeme,bezem<>e
bencamin,bencam<>i<>n
əlaqa,əla<>qa
tərif,tər<>if
paulas,paula<>s
zığel,zığe<>l
etmediği,etm<>ediğ<>i
kəsb,kəs<>b
fifa,fif<>a
sonatamı,son<>atam<>ı
hazen,haz<>e<>n
canıyla,can<>ıyl<>a
getirili,get<>irili
durdurd,dur<>durd
beklərin,beklər<>i<>n
savenko,sav<>enk<>o
geyimidi,geyimid<>i
barukun,baruk<>u<>n
durmağa,dur<>mağ<>a
sehpaya,sehpa<>y<>a
artarak,art<>arak
ardışık,ardışı<>k
tarixdi,tar<>i<>xdi
tirajına,tirajı<>n<>a
gərayeva,gəraye<>v<>a
sorağı,sor<>ağı
sultnı,sultn<>ı
barcuc,bar<>cuc
dadlini,dadli<>n<>i
bilk,bil<>k
zxortau,zxorta<>u
dedikdə,dedikd<>ə
barəda,bar<>əda
yfedotov,yfedot<>o<>v
biyani,biya<>n<>i
götürmek,göt<>ü<>rmek
yolçusu,yol<>çus<>u
gülmüd,gül<>müd
pirimize,pirimiz<>e
böqrüm,böqrü<>m
baklayı,bak<>lay<>ı
oxucuya,oxu<>cuy<>a
filmini,fil<>min<>i
səhəddin,səhədd<>i<>n
moved,move<>d
müsyo,müs<>y<>o
işlemi,işl<>emi
türkə,tür<>k<>ə
japan,japa<>n
kazımi,kaz<>ımi
amasya,amasy<>a
türkçü,tür<>k<>çü
dayanmır,day<>a<>nmır
gerçəyə,ger<>çəy<>ə
orduyla,orduyl<>a
qəzadan,qəzad<>a<>n
adlayan,adl<>a<>yan
biriniz,bir<>i<>niz
sözünde,söz<>ünde
sıfatını,sıfatın<>ı
ağzıyla,ağzıy<>l<>a
ğörülü,ğörül<>ü
yansıtan,yan<>sıtan
sahibdi,sah<>ibdi
öyrndi,öyr<>nd<>i
meykerin,mey<>keri<>n
azərba,azə<>r<>ba
berbuat,berbu<>a<>t
bilsi,bil<>si
mirkazım,mirkazı<>m
kənardır,kənardı<>r
haklının,haklın<>ı<>n
sağalmaq,sağ<>almaq
gördi,gör<>di
güldüm,gül<>düm
suüstü,suüst<>ü
şvalbe,şvalb<>e
dinim,din<>im
ftsen,fts<>e<>n
vəkilova,vəkilo<>v<>a
nternet,nterne<>t
denni,den<>ni
esenboğa,esenboğ<>a
hardijs,har<>dij<>s
layreatı,layrea<>t<>ı
rşid,rşi<>d
höyürə,höyür<>ə
güney,gün<>ey
canını,can<>ını
eninin,enini<>n
ğrnamax,ğrnama<>x
